     51     61 10.000 50.000
 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000 10.000
  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600  7.600
  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400  7.400
  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200  7.200
  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000  7.000
  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800  6.800
  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600  6.600
  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400  6.400
  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200  6.200
  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000  6.000
  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800  5.800
  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600  5.600
  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400  5.400
  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200  5.200
  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000  5.000
  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800  4.800
  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600  4.600
  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400  4.400
  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200  4.200
  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000  4.000
  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800  3.800
  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600  3.600
  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400  3.400
  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200  3.200
  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000  3.000
  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800  2.800
  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600  2.600
  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400  2.400
  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200  2.200
  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000  2.000
  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800  1.800
  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600  1.600
  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400  1.400
  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200  1.200
  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000  1.000
   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800   .800
   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600   .600
   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400   .400
   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200   .200
   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100   .100
