   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.515   1.516   1.516   1.516   1.516   1.516
   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518   1.518
   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521   1.521
   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524   1.524
   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527   1.527
   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.530   1.531   1.531   1.531   1.531   1.531   1.531   1.531   1.531
   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.534   1.535   1.535   1.535   1.535
   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.538   1.539   1.539   1.539   1.539   1.539   1.539   1.539   1.539
   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543   1.543
   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548   1.548
   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.553   1.554   1.554
   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559   1.559
   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.565   1.566   1.566   1.566   1.566
   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572   1.572
   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.579   1.580   1.580   1.580   1.580   1.580   1.580   1.580
   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.587   1.588   1.588   1.588   1.588   1.588   1.588   1.588
   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596   1.596
   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.605   1.606
   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.614   1.615   1.615   1.615   1.615   1.615   1.615   1.615   1.615   1.615   1.615
   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.625   1.625   1.625
   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.633   1.634   1.634
   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.640   1.641   1.641   1.641   1.641   1.641   1.641   1.641   1.641   1.641   1.641   1.641
   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.646   1.646   1.646   1.646
   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.644   1.643   1.636   1.608   1.484    .000    .000    .000    .000    .000    .000    .000    .000    .000    .000    .000    .000    .000    .000    .000    .000    .000    .000    .000    .000   1.389   1.572   1.622   1.638   1.643   1.644   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.645   1.646   1.646   1.646   1.646   1.646
   1.639   1.639   1.639   1.639   1.639   1.639   1.639   1.639   1.639   1.639   1.639   1.638   1.638   1.638   1.636   1.631   1.615   1.563   1.390    .740    .404    .225    .128    .074    .044    .026    .016    .010    .006    .004    .004    .007    .011    .021    .039    .074    .146    .292    .599   1.262   1.495   1.583   1.617   1.630   1.635   1.637   1.638   1.638   1.639   1.639   1.639   1.639   1.639   1.639   1.639   1.639   1.639   1.639   1.639   1.639
   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.623   1.623   1.622   1.619   1.611   1.587   1.522   1.349    .922    .592    .373    .233    .146    .091    .058    .037    .024    .016    .012    .011    .016    .026    .044    .077    .135    .241    .426    .738   1.196   1.429   1.537   1.586   1.607   1.617   1.621   1.622   1.623   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624   1.624
   1.599   1.599   1.599   1.599   1.599   1.599   1.599   1.599   1.599   1.599   1.599   1.598   1.598   1.596   1.591   1.580   1.552   1.484   1.327   1.015    .720    .492    .329    .219    .145    .096    .064    .043    .029    .022    .021    .028    .043    .070    .116    .192    .318    .515    .805   1.157   1.373   1.488   1.545   1.573   1.587   1.593   1.596   1.598   1.598   1.599   1.599   1.599   1.599   1.599   1.599   1.599   1.599   1.599   1.599   1.599
   1.562   1.562   1.562   1.562   1.562   1.562   1.562   1.562   1.562   1.562   1.562   1.562   1.561   1.558   1.553   1.540   1.510   1.444   1.309   1.069    .811    .589    .416    .290    .200    .138    .095    .065    .046    .035    .033    .042    .063    .098    .155    .244    .381    .580    .843   1.131   1.324   1.436   1.497   1.529   1.546   1.554   1.558   1.561   1.562   1.562   1.562   1.563   1.563   1.563   1.563   1.563   1.563   1.563   1.563   1.563
   1.514   1.514   1.514   1.514   1.514   1.514   1.514   1.514   1.514   1.514   1.514   1.513   1.512   1.509   1.503   1.489   1.460   1.400   1.287   1.099    .877    .668    .494    .358    .256    .182    .129    .091    .066    .051    .048    .059    .084    .126    .192    .291    .433    .628    .867   1.108   1.277   1.381   1.441   1.475   1.493   1.503   1.508   1.511   1.513   1.513   1.514   1.514   1.514   1.514   1.514   1.514   1.514   1.514   1.514   1.514
   1.453   1.453   1.453   1.453   1.453   1.453   1.453   1.453   1.453   1.453   1.452   1.452   1.450   1.447   1.441   1.427   1.400   1.348   1.255   1.108    .923    .732    .561    .421    .310    .227    .164    .120    .088    .070    .065    .077    .106    .154    .227    .333    .478    .665    .881   1.083   1.228   1.320   1.377   1.410   1.430   1.440   1.446   1.449   1.451   1.452   1.453   1.453   1.453   1.453   1.453   1.453   1.453   1.453   1.453   1.453
   1.380   1.380   1.380   1.380   1.379   1.379   1.379   1.379   1.379   1.379   1.379   1.378   1.376   1.373   1.367   1.354   1.330   1.286   1.211   1.097    .949    .782    .620    .479    .363    .271    .202    .150    .113    .090    .084    .096    .129    .183    .261    .371    .516    .694    .886   1.054   1.174   1.254   1.305   1.336   1.354   1.365   1.372   1.375   1.377   1.378   1.379   1.379   1.379   1.380   1.380   1.380   1.380   1.380   1.380   1.380
   1.294   1.294   1.294   1.294   1.294   1.294   1.294   1.294   1.294   1.293   1.293   1.292   1.290   1.287   1.281   1.270   1.249   1.213   1.154   1.066    .951    .815    .669    .531    .413    .316    .240    .181    .139    .112    .104    .117    .153    .210    .294    .406    .549    .715    .879   1.014   1.112   1.179   1.223   1.251   1.269   1.279   1.285   1.289   1.291   1.292   1.293   1.293   1.294   1.294   1.294   1.294   1.294   1.294   1.294   1.294
   1.196   1.196   1.196   1.196   1.196   1.196   1.196   1.196   1.196   1.196   1.195   1.194   1.191   1.187   1.179   1.165   1.157   1.128   1.082   1.015    .929    .824    .703    .577    .460    .359    .278    .214    .166    .136    .126    .139    .177    .238    .325    .438    .576    .724    .857    .963   1.041   1.095   1.132   1.157   1.166   1.177   1.183   1.188   1.191   1.193   1.194   1.195   1.196   1.196   1.196   1.196   1.196   1.196   1.196   1.196
   1.088   1.088   1.088   1.088   1.088   1.088   1.088   1.088   1.088   1.087   1.087   1.086   1.085   1.082   1.077   1.069   1.046   1.017    .996    .946    .882    .805    .714    .610    .501    .401    .316    .247    .196    .162    .149    .162    .202    .266    .355    .467    .594    .716    .818    .898    .958   1.002   1.022   1.043   1.066   1.074   1.080   1.083   1.085   1.086   1.087   1.087   1.088   1.088   1.088   1.088   1.088   1.088   1.088   1.088
    .970    .970    .970    .970    .970    .970    .970    .970    .969    .969    .969    .968    .967    .965    .961    .954    .942    .924    .887    .848    .813    .757    .692    .617    .530    .439    .354    .282    .226    .189    .174    .187    .228    .294    .383    .489    .594    .685    .759    .818    .852    .886    .922    .939    .950    .957    .962    .965    .967    .968    .969    .969    .969    .970    .970    .970    .970    .970    .970    .970
    .844    .844    .844    .844    .844    .844    .844    .844    .843    .843    .843    .842    .841    .839    .836    .830    .821    .807    .786    .759    .718    .684    .639    .587    .528    .461    .387    .317    .259    .218    .202    .214    .256    .322    .406    .491    .565    .628    .681    .716    .759    .785    .804    .817    .827    .833    .837    .839    .841    .842    .843    .843    .843    .844    .844    .844    .844    .844    .844    .844
    .713    .713    .713    .713    .713    .713    .713    .713    .713    .712    .712    .712    .711    .709    .706    .702    .695    .684    .668    .648    .622    .589    .556    .524    .485    .442    .395    .343    .291    .251    .233    .244    .284    .342    .402    .457    .506    .544    .581    .620    .646    .666    .680    .691    .698    .704    .707    .709    .711    .711    .712    .712    .713    .713    .713    .713    .713    .713    .713    .713
    .584    .584    .584    .584    .584    .584    .584    .584    .584    .584    .583    .583    .582    .581    .578    .575    .569    .561    .549    .533    .514    .492    .468    .440    .412    .384    .353    .322    .292    .269    .258    .265    .287    .320    .356    .391    .424    .459    .487    .511    .531    .546    .558    .566    .572    .576    .579    .581    .582    .583    .583    .583    .584    .584    .584    .584    .584    .584    .584    .584
    .474    .474    .474    .474    .474    .474    .474    .474    .474    .474    .473    .473    .472    .471    .469    .467    .462    .455    .446    .433    .418    .401    .382    .361    .339    .316    .293    .271    .253    .232    .224    .228    .251    .273    .298    .322    .349    .374    .396    .415    .431    .443    .452    .459    .464    .467    .470    .471    .472    .473    .473    .474    .474    .474    .474    .474    .474    .474    .474    .474
    .334    .334    .334    .334    .334    .334    .334    .334    .334    .334    .334    .334    .333    .332    .331    .329    .326    .321    .314    .305    .295    .282    .269    .255    .239    .223    .207    .191    .176    .171    .169    .173    .173    .189    .208    .227    .246    .263    .279    .292    .303    .312    .318    .323    .327    .329    .331    .332    .333    .333    .334    .334    .334    .334    .334    .334    .334    .334    .334    .334
