   7.540   7.540   7.540   7.540   7.540   7.540   7.540   7.540   7.540   7.540   7.540   7.540   7.540   7.540   7.540   7.540   7.540   7.540   7.540   7.540   7.540   7.540   7.540   7.540   7.540   7.540   7.540   7.540   7.540   7.540   7.540   7.540   7.540   7.540   7.540   7.540   7.540   7.540   7.540   7.539   7.539   7.539   7.539   7.539   7.539   7.538   7.538   7.538   7.537   7.537   7.536   7.535   7.535   7.534   7.534   7.533   7.533   7.533   7.533   7.533
   7.410   7.410   7.410   7.410   7.410   7.410   7.410   7.410   7.410   7.410   7.410   7.410   7.410   7.410   7.410   7.410   7.410   7.410   7.410   7.410   7.410   7.410   7.410   7.410   7.410   7.410   7.410   7.410   7.410   7.410   7.410   7.410   7.410   7.410   7.410   7.410   7.410   7.410   7.410   7.409   7.409   7.409   7.409   7.409   7.409   7.408   7.408   7.408   7.407   7.407   7.406   7.405   7.405   7.404   7.404   7.403   7.403   7.403   7.403   7.403
   7.276   7.276   7.276   7.276   7.276   7.276   7.276   7.276   7.276   7.276   7.276   7.276   7.276   7.276   7.276   7.276   7.276   7.276   7.276   7.276   7.276   7.276   7.276   7.276   7.276   7.276   7.276   7.276   7.276   7.276   7.276   7.276   7.276   7.276   7.276   7.276   7.276   7.276   7.276   7.275   7.275   7.275   7.275   7.275   7.274   7.274   7.274   7.273   7.273   7.272   7.272   7.271   7.271   7.270   7.270   7.269   7.269   7.269   7.269   7.269
   7.138   7.138   7.138   7.138   7.138   7.138   7.138   7.138   7.138   7.138   7.138   7.138   7.138   7.138   7.138   7.138   7.138   7.138   7.138   7.138   7.138   7.138   7.138   7.138   7.138   7.138   7.138   7.138   7.138   7.138   7.137   7.137   7.137   7.137   7.137   7.137   7.137   7.137   7.137   7.137   7.137   7.137   7.136   7.136   7.136   7.136   7.135   7.135   7.134   7.134   7.133   7.133   7.132   7.131   7.131   7.131   7.130   7.130   7.130   7.130
   6.994   6.994   6.994   6.994   6.994   6.994   6.994   6.994   6.994   6.994   6.994   6.994   6.994   6.994   6.994   6.994   6.994   6.994   6.994   6.994   6.994   6.994   6.994   6.994   6.994   6.994   6.994   6.994   6.994   6.994   6.994   6.994   6.994   6.994   6.994   6.994   6.994   6.994   6.994   6.994   6.994   6.993   6.993   6.993   6.993   6.992   6.992   6.992   6.991   6.991   6.990   6.989   6.989   6.988   6.988   6.987   6.987   6.987   6.987   6.987
   6.846   6.846   6.846   6.846   6.846   6.846   6.846   6.846   6.846   6.846   6.846   6.846   6.846   6.846   6.846   6.846   6.846   6.846   6.846   6.846   6.846   6.846   6.846   6.846   6.846   6.846   6.846   6.846   6.846   6.846   6.846   6.846   6.846   6.846   6.846   6.846   6.846   6.846   6.845   6.845   6.845   6.845   6.845   6.845   6.844   6.844   6.844   6.843   6.843   6.842   6.842   6.841   6.840   6.840   6.839   6.839   6.839   6.839   6.839   6.839
   6.692   6.692   6.692   6.692   6.692   6.692   6.692   6.692   6.692   6.692   6.692   6.692   6.692   6.692   6.692   6.692   6.692   6.692   6.692   6.692   6.692   6.692   6.692   6.692   6.692   6.692   6.692   6.692   6.692   6.692   6.692   6.692   6.692   6.692   6.692   6.692   6.692   6.692   6.692   6.692   6.691   6.691   6.691   6.691   6.690   6.690   6.690   6.689   6.689   6.688   6.688   6.687   6.687   6.686   6.685   6.685   6.685   6.685   6.685   6.685
   6.533   6.533   6.533   6.533   6.533   6.533   6.533   6.533   6.533   6.533   6.533   6.533   6.534   6.535   6.540   6.553   6.586   6.657   6.694    .000    .000    .000    .000    .000    .000    .000    .000    .000    .000    .000    .000    .000    .000    .000    .000    .000    .000    .000    .000   5.737   6.178   6.380   6.468   6.505   6.520   6.526   6.528   6.529   6.529   6.528   6.528   6.527   6.527   6.526   6.526   6.525   6.525   6.525   6.525   6.525
   6.367   6.367   6.367   6.367   6.367   6.367   6.367   6.367   6.367   6.367   6.367   6.369   6.371   6.378   6.393   6.431   6.516   6.699   7.070   8.954  10.690  12.365  14.034  15.739  17.515  19.392  21.372  23.291  23.933  17.346  -1.110 -10.031  -9.276  -6.728  -4.228  -2.020   -.084   1.646   3.261   4.896   5.605   5.985   6.181   6.278   6.324   6.346   6.355   6.360   6.361   6.362   6.362   6.361   6.361   6.360   6.360   6.360   6.359   6.359   6.359   6.359
   6.195   6.195   6.195   6.195   6.195   6.195   6.195   6.195   6.195   6.196   6.197   6.200   6.206   6.220   6.250   6.317   6.456   6.732   7.289   8.822  10.382  11.931  13.486  15.073  16.718  18.440  20.223  21.855  22.129  16.184    .514  -8.573  -8.642  -6.480  -4.190  -2.127   -.308   1.314   2.806   4.220   5.061   5.566   5.857   6.018   6.104   6.148   6.170   6.180   6.185   6.188   6.189   6.189   6.189   6.188   6.188   6.188   6.187   6.187   6.187   6.187
   6.016   6.016   6.016   6.016   6.016   6.016   6.017   6.017   6.017   6.019   6.021   6.026   6.037   6.060   6.108   6.203   6.385   6.726   7.362   8.653  10.058  11.485  12.929  14.401  15.918  17.491  19.090  20.488  20.556  15.279   1.776  -7.195  -7.943  -6.165  -4.094  -2.182   -.481   1.037   2.419   3.683   4.571   5.154   5.519   5.738   5.863   5.933   5.971   5.991   6.001   6.006   6.008   6.009   6.010   6.010   6.010   6.009   6.009   6.009   6.009   6.009
   5.832   5.832   5.832   5.832   5.832   5.832   5.832   5.833   5.834   5.836   5.840   5.848   5.865   5.898   5.961   6.080   6.295   6.673   7.327   8.448   9.718  11.033  12.372  13.737  15.136  16.574  18.011  19.212  19.141  14.461   2.760  -5.921  -7.237  -5.828  -3.971  -2.205   -.617    .804   2.091   3.251   4.142   4.767   5.184   5.448   5.610   5.705   5.760   5.791   5.807   5.816   5.821   5.823   5.824   5.825   5.825   5.825   5.825   5.825   5.825   5.825
   5.641   5.641   5.641   5.641   5.641   5.641   5.642   5.642   5.644   5.647   5.653   5.665   5.687   5.729   5.806   5.943   6.179   6.573   7.215   8.207   9.359  10.572  11.814  13.079  14.372  15.688  16.979  18.011  17.841  13.681   3.506  -4.759  -6.535  -5.476  -3.826  -2.201   -.721    .612   1.816   2.896   3.768   4.411   4.859   5.158   5.350   5.469   5.540   5.581   5.605   5.619   5.626   5.630   5.632   5.633   5.633   5.634   5.634   5.634   5.634   5.634
   5.443   5.443   5.443   5.443   5.443   5.444   5.444   5.446   5.448   5.452   5.461   5.476   5.504   5.554   5.641   5.791   6.039   6.434   7.046   7.935   8.980  10.099  11.251  12.425  13.618  14.822  15.983  16.869  16.627  12.920   4.050  -3.718  -5.846  -5.111  -3.663  -2.173   -.794    .454   1.586   2.600   3.443   4.086   4.551   4.873   5.088   5.226   5.312   5.364   5.395   5.413   5.424   5.430   5.433   5.435   5.435   5.436   5.436   5.436   5.436   5.436
   5.238   5.238   5.239   5.239   5.239   5.239   5.240   5.242   5.245   5.251   5.261   5.279   5.312   5.369   5.464   5.622   5.873   6.260   6.835   7.635   8.583   9.611  10.678  11.766  12.868  13.969  15.012  15.770  15.477  12.168   4.420  -2.800  -5.179  -4.737  -3.482  -2.122   -.841    .330   1.396   2.352   3.159   3.791   4.261   4.596   4.826   4.979   5.078   5.140   5.178   5.201   5.214   5.222   5.226   5.229   5.230   5.231   5.231   5.232   5.232   5.232
   5.026   5.026   5.026   5.027   5.027   5.028   5.029   5.031   5.035   5.042   5.054   5.075   5.111   5.173   5.274   5.435   5.683   6.056   6.591   7.313   8.169   9.108  10.092  11.098  12.113  13.118  14.053  14.701  14.373  11.415   4.640  -2.004  -4.538  -4.355  -3.283  -2.049   -.861    .236   1.241   2.143   2.909   3.521   3.987   4.328   4.568   4.731   4.840   4.909   4.953   4.980   4.997   5.007   5.012   5.016   5.018   5.019   5.019   5.020   5.020   5.020
   4.806   4.806   4.806   4.806   4.807   4.808   4.810   4.814   4.820   4.831   4.850   4.882   4.933   5.015   5.144   5.337   5.472   5.825   6.320   6.972   7.743   8.592   9.489  10.413  11.345  12.260  13.095  13.645  13.295  10.652   4.728  -1.329  -3.932  -3.968  -3.067  -1.954   -.856    .172   1.117   1.963   2.686   3.273   3.728   4.068   4.237   4.411   4.528   4.617   4.678   4.720   4.748   4.767   4.779   4.787   4.792   4.795   4.797   4.798   4.799   4.799
   4.575   4.575   4.575   4.575   4.576   4.577   4.579   4.582   4.587   4.596   4.611   4.636   4.677   4.743   4.847   5.005   5.337   5.711   6.026   6.615   7.308   8.071   8.876   9.710  10.555  11.381  12.123  12.585  12.224   9.867   4.697   -.771  -3.363  -3.577  -2.833  -1.836   -.824    .134   1.017   1.807   2.486   3.043   3.377   3.705   4.058   4.231   4.350   4.429   4.482   4.515   4.536   4.549   4.557   4.562   4.565   4.567   4.568   4.568   4.569   4.569
   4.332   4.332   4.332   4.333   4.333   4.334   4.336   4.340   4.345   4.355   4.371   4.397   4.439   4.505   4.607   4.760   4.981   5.291   5.817   6.351   6.863   7.545   8.261   8.996   9.739  10.470  11.118  11.501  11.136   9.043   4.553   -.324  -2.832  -3.180  -2.578  -1.692   -.767    .119    .936   1.668   2.195   2.700   3.245   3.566   3.805   3.976   4.096   4.178   4.232   4.268   4.290   4.304   4.313   4.319   4.322   4.324   4.325   4.325   4.326   4.326
   4.073   4.073   4.074   4.074   4.075   4.076   4.078   4.082   4.087   4.097   4.114   4.140   4.182   4.247   4.346   4.492   4.700   4.987   5.368   5.847   6.455   7.012   7.647   8.288   8.921   9.528  10.063  10.362   9.999   8.156   4.296    .019  -2.333  -2.769  -2.293  -1.520   -.689    .118    .866   1.454   2.127   2.617   3.012   3.318   3.548   3.715   3.834   3.915   3.970   4.006   4.030   4.044   4.054   4.059   4.063   4.065   4.066   4.067   4.067   4.068
   3.792   3.792   3.792   3.793   3.794   3.795   3.797   3.801   3.806   3.816   3.833   3.859   3.899   3.962   4.056   4.193   4.386   4.650   4.995   5.425   5.922   6.482   7.025   7.581   8.119   8.606   8.990   9.148   8.755   7.152   3.911    .278  -1.833  -2.320  -1.982  -1.335   -.604    .080    .730   1.417   1.956   2.409   2.777   3.064   3.282   3.442   3.556   3.635   3.689   3.725   3.748   3.763   3.772   3.778   3.782   3.784   3.785   3.786   3.786   3.787
   3.472   3.472   3.472   3.472   3.473   3.474   3.476   3.480   3.486   3.495   3.511   3.536   3.574   3.634   3.721   3.847   4.023   4.261   4.571   4.952   5.391   5.867   6.357   6.814   7.230   7.700   7.980   8.006   7.492   6.006   3.384    .502  -1.335  -1.900  -1.693  -1.029   -.477    .125    .735   1.290   1.777   2.190   2.526   2.790   2.991   3.140   3.247   3.321   3.372   3.407   3.429   3.443   3.452   3.458   3.462   3.464   3.465   3.466   3.466   3.467
   3.052   3.052   3.053   3.053   3.054   3.055   3.057   3.060   3.065   3.074   3.088   3.111   3.146   3.199   3.277   3.388   3.543   3.750   4.018   4.345   4.721   5.126   5.542   5.950   6.332   6.533   6.589   6.279   5.435   5.062   2.885    .521   -.122   -.713   -.734   -.979   -.435    .122    .652   1.135   1.560   1.921   2.216   2.448   2.626   2.757   2.852   2.918   2.963   2.994   3.014   3.027   3.035   3.040   3.043   3.045   3.047   3.047   3.048   3.048
   3.035   3.035   3.036   3.036   3.037   3.038   3.040   3.043   3.049   3.058   3.073   3.096   3.132   3.185   3.264   3.376   3.530   3.735   3.999   4.321   4.690   5.088   5.498   5.901   6.278   6.597   6.801   6.766   6.261   4.306   2.634   1.037   -.909  -1.467  -1.367   -.953   -.427    .117    .637   1.113   1.533   1.891   2.185   2.418   2.597   2.730   2.827   2.895   2.942   2.974   2.995   3.008   3.017   3.023   3.026   3.028   3.029   3.030   3.031   3.031
