    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203    .203
    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209    .209
    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215    .215
    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222    .222
    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229    .229
    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237    .237
    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245    .245
    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254    .254
    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263    .263
    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .273    .274    .274    .274    .274    .274    .274    .274    .274    .274
    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285    .285
    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297    .297
    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310    .310
    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324    .324
    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340    .340
    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357    .357
    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .375    .376    .376    .376    .376    .376    .376    .376    .376
    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396    .396
    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419    .419
    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .443    .444    .444    .444
    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470    .470
    .498    .498    .498    .498    .498    .498    .498    .498    .498    .498    .498    .498    .498    .498    .498    .498    .496    .487    .450    .000    .000    .000    .000    .000    .000    .000    .000    .000    .000    .000    .000    .000    .000    .000    .000    .000    .000    .000    .000    .421    .476    .492    .496    .498    .498    .498    .498    .499    .499    .499    .499    .499    .499    .499    .499    .499    .499    .499    .499    .499
    .529    .529    .529    .529    .529    .529    .529    .529    .529    .529    .529    .529    .528    .528    .528    .526    .521    .504    .448    .239    .130    .073    .041    .024    .014    .008    .005    .003    .002    .001    .001    .002    .004    .007    .013    .024    .047    .094    .193    .407    .482    .511    .522    .526    .528    .528    .528    .529    .529    .529    .529    .529    .529    .529    .529    .529    .529    .529    .529    .529
    .560    .560    .560    .560    .560    .560    .560    .560    .560    .560    .560    .560    .560    .559    .558    .555    .547    .525    .465    .318    .204    .128    .080    .050    .032    .020    .013    .008    .005    .004    .004    .005    .009    .015    .026    .047    .083    .147    .254    .412    .493    .530    .547    .554    .557    .559    .559    .560    .560    .560    .560    .560    .560    .560    .560    .560    .560    .560    .560    .560
    .592    .592    .592    .592    .592    .592    .592    .592    .592    .592    .592    .592    .592    .591    .589    .585    .575    .550    .492    .376    .267    .182    .122    .081    .054    .035    .024    .016    .011    .008    .008    .010    .016    .026    .043    .071    .118    .191    .298    .429    .509    .551    .572    .583    .588    .590    .591    .592    .592    .592    .592    .592    .592    .592    .592    .592    .592    .592    .592    .592
    .625    .625    .625    .625    .625    .625    .625    .625    .625    .625    .625    .625    .624    .623    .621    .616    .604    .578    .524    .428    .324    .235    .167    .116    .080    .055    .038    .026    .018    .014    .013    .017    .025    .039    .062    .098    .152    .232    .337    .452    .530    .574    .599    .612    .618    .622    .623    .624    .625    .625    .625    .625    .625    .625    .625    .625    .625    .625    .625    .625
    .658    .658    .658    .658    .658    .658    .658    .658    .658    .658    .658    .658    .657    .656    .653    .647    .635    .609    .559    .478    .381    .290    .215    .155    .111    .079    .056    .040    .029    .022    .021    .025    .036    .055    .083    .126    .188    .273    .377    .482    .555    .600    .627    .641    .649    .654    .656    .657    .658    .658    .658    .658    .658    .658    .658    .658    .658    .658    .658    .658
    .692    .692    .692    .692    .692    .692    .692    .692    .692    .692    .692    .691    .691    .689    .686    .680    .667    .642    .598    .528    .440    .349    .267    .200    .148    .108    .078    .057    .042    .033    .031    .037    .050    .074    .108    .158    .228    .317    .420    .516    .585    .629    .656    .672    .681    .686    .689    .690    .691    .691    .692    .692    .692    .692    .692    .692    .692    .692    .692    .692
    .726    .726    .726    .726    .726    .726    .726    .726    .726    .726    .726    .725    .724    .723    .719    .713    .700    .677    .637    .577    .499    .412    .326    .252    .191    .143    .106    .079    .059    .047    .044    .051    .068    .096    .138    .195    .272    .365    .466    .554    .618    .660    .687    .703    .713    .719    .722    .724    .725    .725    .726    .726    .726    .726    .726    .726    .726    .726    .726    .726
    .761    .761    .761    .761    .761    .761    .761    .761    .761    .761    .761    .760    .759    .757    .754    .747    .735    .713    .679    .627    .560    .479    .393    .312    .243    .186    .141    .107    .082    .066    .061    .069    .090    .124    .173    .239    .323    .420    .517    .597    .654    .694    .720    .736    .746    .752    .756    .758    .759    .760    .761    .761    .761    .761    .761    .761    .761    .761    .761    .761
    .798    .798    .798    .798    .798    .797    .797    .797    .797    .797    .797    .796    .795    .793    .790    .783    .772    .752    .721    .677    .619    .549    .469    .384    .306    .240    .185    .143    .111    .091    .084    .093    .118    .159    .216    .292    .384    .483    .572    .642    .694    .730    .755    .771    .781    .788    .792    .794    .796    .796    .797    .797    .797    .797    .798    .798    .798    .798    .798    .798
    .837    .837    .837    .837    .837    .837    .837    .837    .837    .836    .836    .836    .834    .832    .829    .822    .811    .793    .766    .727    .678    .619    .549    .469    .386    .309    .243    .190    .150    .124    .115    .125    .155    .204    .273    .359    .457    .551    .629    .691    .737    .770    .794    .809    .820    .826    .830    .833    .835    .836    .836    .836    .837    .837    .837    .837    .837    .837    .837    .837
    .882    .882    .882    .882    .882    .882    .881    .881    .881    .881    .881    .880    .879    .877    .873    .867    .856    .840    .815    .781    .739    .688    .629    .561    .482    .399    .322    .256    .206    .172    .159    .170    .207    .267    .348    .444    .540    .622    .690    .744    .786    .816    .838    .853    .863    .870    .875    .877    .879    .880    .881    .881    .881    .881    .882    .882    .882    .882    .882    .882
    .937    .937    .937    .937    .937    .937    .937    .937    .937    .937    .936    .936    .935    .932    .929    .922    .912    .897    .874    .843    .805    .760    .709    .652    .587    .512    .430    .352    .287    .243    .224    .238    .284    .358    .451    .546    .628    .698    .757    .805    .843    .872    .893    .908    .918    .925    .930    .933    .935    .936    .936    .937    .937    .937    .937    .937    .937    .937    .937    .937
   1.018   1.018   1.018   1.018   1.018   1.018   1.018   1.018   1.018   1.018   1.017   1.017   1.015   1.013   1.009   1.003    .992    .977    .955    .925    .889    .847    .800    .749    .693    .631    .564    .490    .416    .358    .333    .349    .406    .489    .575    .653    .723    .786    .840    .886    .923    .951    .972    .987    .998   1.005   1.010   1.013   1.015   1.016   1.017   1.018   1.018   1.018   1.018   1.018   1.018   1.018   1.018   1.018
   1.168   1.168   1.168   1.168   1.168   1.168   1.168   1.168   1.167   1.167   1.167   1.166   1.164   1.161   1.157   1.150   1.139   1.122   1.098   1.066   1.028    .984    .936    .884    .827    .768    .706    .643    .585    .538    .515    .529    .575    .639    .712    .785    .854    .918    .974   1.022   1.062   1.092   1.115   1.132   1.144   1.152   1.158   1.161   1.164   1.165   1.166   1.167   1.167   1.168   1.168   1.168   1.168   1.168   1.168   1.168
   1.580   1.580   1.580   1.580   1.580   1.580   1.580   1.579   1.579   1.579   1.578   1.577   1.575   1.571   1.565   1.555   1.540   1.517   1.485   1.444   1.393   1.335   1.272   1.203   1.130   1.054    .975    .897    .826    .772    .746    .761    .813    .890    .980   1.073   1.162   1.245   1.320   1.383   1.435   1.476   1.507   1.530   1.546   1.558   1.566   1.571   1.574   1.576   1.578   1.579   1.579   1.579   1.580   1.580   1.580   1.580   1.580   1.580
   2.228   2.228   2.228   2.228   2.228   2.228   2.228   2.228   2.227   2.227   2.225   2.223   2.220   2.215   2.206   2.192   2.170   2.138   2.093   2.034   1.963   1.883   1.794   1.698   1.596   1.489   1.379   1.271   1.174   1.100   1.066   1.086   1.155   1.260   1.384   1.512   1.637   1.753   1.857   1.947   2.020   2.078   2.123   2.155   2.179   2.196   2.207   2.215   2.220   2.223   2.225   2.226   2.227   2.228   2.228   2.228   2.228   2.228   2.228   2.228
